player_name,team,conf,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,year,pid,type,Rec Rank,ast/tov,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),pick,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,pos,player_tier
Dion Waiters,Syracuse,BE,37,60,115.9,25.4,53.4,56.53,2.4,8.2,21.2,12.9,86,118,0.729,129,244,0.529,41,113,0.363,1.5,4.6,33.1,So,04-Jun,3,3.80116,129.992,3.1,2012,14983,all,96,1.91667314,90,144,39,100,0.625,0.39,26,29,0.8966,4,92.5144,87.8998,3.20202,172.467,8.0106,6.20125,1.80935,9.86572,24.0811,5.86491,4.00081,0.4865,1.8108,2.2973,2.4865,1.8108,0.3243,12.6216,Scoring PG,5
Donte DiVincenzo,Villanova,BE,40,72.5,119.5,22.8,59,60.77,4.9,13.8,20,17,76,107,0.71,103,179,0.575,85,212,0.401,0.7,2.1,27.4,So,05-Jun,10,4.33319,130.504,2.8,2018,40884,all,75.4,1.7594936,72,111,31,67,0.6486,0.4627,10,10,1,17,100.427,93.9887,3.56864,215.984,8.81159,6.56506,2.24653,8.09702,29.275,5.81862,2.2784,1.15,3.6,4.75,3.475,1.05,0.2,13.425,Wing G,5
Doug McDermott,Creighton,BE,35,84.4,124.4,32.8,60.3,64.43,6.4,17.8,11.5,9.8,178,206,0.864,234,413,0.567,96,214,0.449,0.5,0.4,32.9,Sr,08-Jun,3,7.47014,151.483,2.3,2014,14955,all,69.2,0.88709499,159,229,75,183,0.6943,0.4098,9,9,1,11,104.837,100.924,3.36736,195.464,6.63964,8.15612,-1.51648,10.1698,33.7429,11.104,-0.93424,1.6286,5.3429,6.9714,1.5714,0.2286,0.1429,26.6857,Stretch 4,5
Dwayne Bacon,Florida St.,ACC,35,72,108.4,27.4,51,54.37,4,11.9,11.6,14.1,104,138,0.754,164,318,0.516,57,171,0.333,0.4,1.9,28.2,So,07-Jun,4,3.58533,122.81,2.2,2017,41746,all,96.8,0.85916397,94,150,70,167,0.6267,0.4192,22,26,0.8462,40,102.343,95.5726,3.33395,177.268,2.95488,3.11112,-0.156242,4.75307,28.8,4.33702,0.416045,1,3.2,4.2,1.7429,1,0.1143,17.2286,Wing G,5
Dwight Powell,Stanford,P12,36,80.8,101.3,26.8,47.5,52.69,7.3,17.3,20.4,19.6,145,211,0.687,165,340,0.485,10,39,0.256,2.8,2.4,55.7,Sr,10-Jun,33,3.02066,114.63,3.9,2014,17946,all,93.4,1.07691506,86,139,79,201,0.6187,0.393,22,26,0.8462,45,98.4977,93.3368,4.07434,236.615,5.40631,1.62738,3.77893,4.7505,32.4167,2.29425,2.45625,1.9444,4.9167,6.8611,3.1111,1.3056,0.8333,14.0278,Wing F,5
Ed Davis,North Carolina,ACC,23,43,112,21.5,57.8,60.66,10.8,24.2,6.8,18.3,87,132,0.659,111,192,0.578,0,0,0,9.5,0.9,68.8,So,10-Jun,32,3.20793,117.857,2.6,2010,6808,all,98.2,0.47825,42,50,61,132,0.84,0.4621,26,27,0.963,13,92.5656,87.8784,3.71526,160.882,7.56537,1.89527,5.6701,6.81338,27.8696,3.62077,3.19261,2.8696,6.6957,9.5652,0.9565,0.4348,2.7826,13.4348,C,5
Elfrid Payton,Louisiana Lafayette,SB,32,90.2,107.4,29.5,51.6,54.07,7.2,12,32.3,19.4,167,283,0.59,205,384,0.534,14,54,0.259,1.5,3.6,64.6,Jr,03-Jun,2,4.04504,120.01,2.6,2014,23685,all,,1.52068129,169,247,36,137,0.6842,0.2628,21,24,0.875,10,102.995,102.617,3.38689,234.903,6.78961,4.67287,2.11674,7.30451,36.9062,5.60237,1.70214,2.4375,3.8125,6.25,5.75,2.3438,0.5625,19.3438,Scoring PG,5
Eric Bledsoe,Kentucky,SEC,37,73.1,100.4,20.2,54,56.56,2,8.6,16.8,27.7,82,123,0.667,95,184,0.516,49,128,0.383,1.1,2.6,39.4,Fr,01-Jun,24,2.15166,105.16,2.9,2010,12621,all,86.6,0.95536839,72,110,21,68,0.6545,0.3088,6,6,1,18,94.8649,90.0148,3.80115,201.434,4.2837,1.79336,2.49034,3.62646,30.3243,0.921529,2.70493,0.5135,2.5676,3.0811,2.8919,1.4054,0.3243,11.3243,Combo G,5
E'Twaun Moore,Purdue,B10,34,84.4,112.1,26.8,51.8,54.55,5.1,12.5,20.9,11.9,100,141,0.709,151,319,0.473,70,175,0.4,1.6,2.2,28.5,Sr,04-Jun,33,5.07602,128.26,2.5,2011,201,all,95,1.77052561,44,77,107,242,0.5714,0.4421,4,4,1,55,93.8872,88.3413,4.51998,210.854,9.05063,6.40941,2.64122,9.36297,33.8824,6.94046,2.42252,1.5,3.6471,5.1471,3.1765,1.2059,0.5294,18,Combo G,5
Evan Turner,Ohio St.,B10,31,74.4,108.9,34.5,54,58.15,7.4,23.5,37.5,21.7,138,182,0.758,217,402,0.54,20,55,0.364,2.9,3,39.8,Jr,07-Jun,21,6.2427,135.245,3.1,2010,1929,all,90.8,1.36028349,102,130,106,258,0.7846,0.4109,18,19,0.9474,2,88.4064,83.6938,5.29392,247.062,11.1906,5.66679,5.52382,11.2167,35.7419,6.94325,4.27342,2,7.1613,9.1613,5.9677,1.7419,0.9032,20.3871,Wing F,5
Franz Wagner,Michigan,B10,28,78.8,119.5,19.4,54.4,58.65,2.9,19.6,17.4,12.5,66,79,0.835,89,158,0.563,35,102,0.343,3.2,2.3,30.4,So,09-Jun,21,4.39131,125.382,2.8,2021,70394,all,90.2,2.33335933,63,93,26,65,0.6774,0.4,11,11,1,8,91.2358,84.4309,4.68658,201.179,11.3188,5.41689,5.9019,10.6092,31.6786,5.27693,5.33229,0.7143,5.8214,6.5357,3,1.25,1.0357,12.4643,Wing F,5
Gary Harris,Michigan St.,B10,35,73.7,114.4,25.3,51.8,56.08,4,10.2,16.8,12.7,115,142,0.81,114,225,0.507,81,230,0.352,1.6,3.4,31.2,So,04-Jun,14,4.73592,130.372,2.6,2014,26989,all,96.4,1.56664521,65,104,49,122,0.625,0.4016,22,22,1,19,98.3044,92.577,4.11667,208.288,8.43181,6.41981,2.012,9.34158,32.3143,6.39277,2.94881,1.0571,2.9429,4,2.6857,1.8,0.4286,16.7429,Combo G,5
Gary Trent Jr.,Duke,ACC,37,83.8,122.3,17.3,52.8,56.65,2.9,10.3,6.8,9.9,85,97,0.876,80,186,0.43,97,241,0.402,0.4,2,22.7,Fr,06-Jun,2,4.24661,123.947,2,2018,51371,all,96.8,1.3684519,40,63,40,124,0.6349,0.3226,6,6,1,37,101.732,96.3665,3.84901,210.866,6.50756,4.92641,1.58114,5.84746,33.7568,3.98383,1.86363,0.8378,3.4054,4.2432,1.4054,1.1622,0.1351,14.4865,Wing G,5
Georges Niang,Iowa St.,B12,35,82.1,116.9,28,60,62.49,4.8,15.6,19.2,15.8,96,119,0.807,227,375,0.605,56,143,0.392,1.8,1.5,23,Sr,08-Jun,31,5.72542,137.188,3.8,2016,25519,all,86,1.27174168,129,169,98,206,0.7633,0.4757,4,4,1,50,103.73,98.308,3.49352,220.909,7.56725,6.38743,1.17983,8.06332,33.2,6.77499,1.28833,1.3143,4.9143,6.2286,3.3429,0.8857,0.6286,20.5143,Wing F,5
Gorgui Dieng,Louisville,BE,33,63.1,112.6,18.2,53.4,56.23,12.9,22.1,12.3,18.9,73,112,0.652,125,234,0.534,0,0,0,9.4,2.6,47.9,Jr,11-Jun,10,3.55453,117.475,3.3,2013,18642,all,91.6,1.11863081,71,104,54,130,0.6827,0.4154,23,26,0.8846,21,81.001,76.177,5.26508,252.025,13.4759,3.72605,9.74983,10.437,31.0909,4.59809,5.83893,3.4242,5.9697,9.3939,2,1.3333,2.5152,9.7879,C,5
Grant Williams,Tennessee,SEC,36,78.6,124.5,27,58.3,64.73,8.8,17.4,18.3,15.2,211,258,0.818,215,361,0.596,14,44,0.318,5.3,2,63.7,Jr,07-Jun,2,6.13572,143.723,3.8,2019,49187,all,62,1.40968254,109,151,106,211,0.7219,0.5024,23,23,1,22,96.9792,91.5344,4.13561,248.894,11.7652,7.35703,4.40819,11.7953,31.8919,8.10155,3.69374,2.2162,5.2973,7.5135,3.1622,1.1351,1.4865,18.8108,Wing F,5
Grayson Allen,Duke,ACC,37,88.3,121.1,20.3,53.6,57.97,1.8,8,21.2,16.7,108,127,0.85,79,157,0.503,102,276,0.37,0.2,2.8,29.3,Sr,05-Jun,3,4.98605,128.12,2.4,2018,37731,all,95,2.17722839,38,64,41,93,0.5938,0.4409,18,18,1,21,101.134,95.7998,4.12495,228.386,7.90584,6.21776,1.68808,7.30047,35.5676,4.64711,2.65336,0.5405,2.7838,3.3243,4.6486,1.7297,0.0541,15.4595,Scoring PG,5
Greg Monroe,Georgetown,BE,34,85.6,106.8,27.5,53.4,56.68,8.6,25.2,22.4,20.8,138,209,0.66,195,358,0.545,7,27,0.259,4.9,2.2,54.3,So,11-Jun,10,4.66555,123.778,3,2010,5531,all,98.6,1.14286144,154,238,33,102,0.6471,0.3235,21,22,0.9545,7,93.1304,86.8378,4.7123,266.081,8.07504,3.30906,4.76598,7.86202,34.2353,4.54337,3.31865,2.1765,7.4706,9.6471,3.7647,1.2353,1.5294,16.1471,PF/C,5
Greivis Vasquez,Maryland,ACC,32,84.8,111.7,30.7,49.7,55.02,3.9,10.3,35.3,18.2,138,161,0.857,151,320,0.472,67,186,0.36,1,2.9,31.8,Sr,06-Jun,21,5.77909,133.611,2.4,2010,465,all,91.6,1.87964446,63,109,88,211,0.578,0.4171,4,4,1,28,97.2737,92.9583,3.94793,211.734,9.25869,7.75068,1.50801,9.97327,34.3125,8.04126,1.932,1.1875,3.5312,4.7188,6.3438,1.7188,0.3438,20.0312,Pure PG,5
Hassan Whiteside,Marshall,CUSA,31,65.6,101.7,24.9,51,53.55,12,24,1.8,16.4,101,170,0.594,143,284,0.504,3,5,0.6,18.3,1.2,58.8,Fr,Jul-00,21,2.27687,109.519,3.8,2010,11351,all,,0.11864228,77,107,66,177,0.7196,0.3729,40,41,0.9756,33,88.111,86.6474,3.62789,231.982,4.99274,-2.30069,7.29344,6.74362,26.5484,2.06156,4.68207,2.7742,6.129,8.9032,0.2258,0.5484,5.2581,12.7742,C,5
Herbert Jones,Alabama,SEC,33,67.9,103.3,24.3,48.1,52.89,9.4,15.2,21.7,22.9,93,130,0.715,109,232,0.47,20,57,0.351,4,3.4,45,Sr,08-Jun,1,2.81162,115.078,4.2,2021,51990,all,70.6,1.16127313,99,186,10,47,0.5323,0.2128,22,25,0.88,35,89.826,84.3453,4.04557,220.768,8.9201,2.63997,6.28013,7.70857,27.2727,3.08215,4.62643,2.4848,4.0909,6.5758,3.2727,1.7273,1.1212,11.2424,Wing F,5
Iman Shumpert,Georgia Tech,ACC,31,79.4,107.1,28.7,45.4,51.72,5.8,16.4,25.7,14.6,141,175,0.806,135,285,0.474,42,151,0.278,0.7,5,40.1,Jr,05-Jun,1,4.23152,123.342,3.5,2011,7189,all,95.6,1.5000001,79,114,56,171,0.693,0.3275,19,25,0.76,17,91.788,88.6926,4.21159,225.934,8.39649,5.09881,3.29768,9.1732,32,5.2283,3.9449,1.7419,4.1935,5.9355,3.4839,2.7419,0.1935,17.3226,Combo G,5
Immanuel Quickley,Kentucky,SEC,30,78.9,117.9,22.2,51.1,59.49,2.1,11.9,11.7,12.8,144,156,0.923,76,186,0.409,62,145,0.428,0.5,1.6,47.1,So,03-Jun,5,4.55608,125.623,2.8,2020,65578,all,95.8,1.18749997,24,50,52,136,0.48,0.3824,1,1,1,25,98.4589,94.1177,3.75772,170.826,5.6328,5.20309,0.42971,6.34707,32.8667,4.86227,1.48481,0.5333,3.6667,4.2,1.9,0.9,0.1333,16.0667,Wing G,5
Isaac Okoro,Auburn,SEC,28,69.3,112.8,20,55.3,58.51,6.4,8.8,13.1,17.6,90,134,0.672,105,174,0.603,20,70,0.286,3.1,1.7,54.9,Fr,06-Jun,23,3.22455,115.701,3.5,2020,70647,all,93,1.03634885,101,149,4,25,0.6779,0.16,19,23,0.8261,5,100.236,95.294,3.40379,154.441,5.74773,3.48115,2.26658,5.29374,31.4286,3.26188,2.03186,1.8929,2.5357,4.4286,2.0357,0.9286,0.8929,12.8571,Wing G,5
Isaiah Stewart,Washington,P12,32,80.2,115.7,24.2,57.7,62.92,10.6,19.4,6.3,16.1,154,199,0.774,187,317,0.59,5,20,0.25,7,0.9,59.1,Fr,09-Jun,33,4.79497,128.44,3.2,2020,71545,all,99.6,0.38029565,134,193,53,124,0.6943,0.4274,26,30,0.8667,16,92.5887,89.5917,4.19981,220.772,5.72257,2.51482,3.20774,6.64426,32.3125,4.53945,2.10481,2.75,6.0312,8.7812,0.8438,0.5312,2.0938,16.9688,C,5
Jabari Parker,Duke,ACC,35,76.4,111.7,31.6,51.1,55.77,11.4,23.1,8.7,14.5,160,214,0.748,198,393,0.504,38,106,0.358,4,2.1,42.9,Fr,08-Jun,1,5.00949,134.942,3.1,2014,32063,all,99.4,0.50615734,124,199,74,193,0.6231,0.3834,61,66,0.9242,2,98.2252,93.1302,3.87471,217.143,6.22828,4.13547,2.09281,6.84705,30.6571,6.33399,0.513063,3,5.7429,8.7429,1.1714,1.0571,1.2286,19.1429,PF/C,5
Jaden McDaniels,Washington,P12,31,74.6,91.9,25.2,46.9,51.52,4.4,15.7,14.4,23.4,87,114,0.763,93,209,0.445,43,127,0.339,4.4,1.4,33.9,Fr,09-Jun,4,1.89095,103.043,4.3,2020,71487,all,98.6,0.6399963,38,68,55,141,0.5588,0.3901,16,20,0.8,28,94.5189,91.5955,3.81835,190.779,2.19213,-0.561201,2.75333,1.45765,31.0323,-0.25085,1.7085,1.0968,4.6774,5.7742,2.0645,0.7742,1.2581,12.9677,Stretch 4,5
Jae Crowder,Marquette,BE,35,82.4,122.3,22,56.8,59.85,7,20.5,13.5,9.8,119,162,0.735,156,259,0.602,61,177,0.345,3.1,4.3,37.2,Sr,06-Jun,32,5.48984,132.374,3.2,2012,15568,all,,1.65913615,128,171,28,88,0.7485,0.3182,8,8,1,34,84.8446,81.1209,5.17007,311.979,13.2884,7.37385,5.91459,13.0841,32.9429,7.96643,5.1177,2,6.4,8.4,2.0857,2.5143,1,17.5429,Wing G,5
Jahlil Okafor,Duke,ACC,38,72.8,116.4,27.6,66.4,64.14,14.8,18.2,9.4,18.2,99,194,0.51,279,420,0.664,0,0,0,4.5,1.5,46.2,Fr,11-Jun,15,5.13776,134.951,2.8,2015,38635,all,100,0.5158,213,270,66,150,0.7889,0.44,64,67,0.9552,3,94.5347,87.7919,4.1073,226.642,9.34057,5.72749,3.61308,9.53611,30.0789,7.26684,2.26927,3.5263,4.9474,8.4737,1.2895,0.7632,1.4211,17.2895,C,5
Jakob Poeltl,Utah,P12,35,75.4,124,26,64,66.23,11.9,22,13.9,14.9,161,231,0.697,222,347,0.64,0,0,0,4.8,1.2,66.6,So,Jul-00,42,5.55629,140.033,3,2016,35220,all,,0.95714998,199,284,23,62,0.7007,0.371,32,34,0.9412,9,98.6568,93.3991,3.76243,220.198,9.67869,5.88242,3.79626,9.74688,30.6,7.36804,2.37884,2.8286,6.2286,9.0571,1.9143,0.6,1.5143,17.2857,C,5
Jalen McDaniels,San Diego St.,MWC,33,78.3,101.4,27.9,49.3,52.66,7.3,22.7,15.9,16.5,92,125,0.736,185,370,0.5,22,72,0.306,1.9,2.1,28.3,So,10-Jun,5,2.63249,111.67,3.8,2019,48490,all,76.2,0.87801644,65,94,120,276,0.6915,0.4348,21,23,0.913,52,95.0304,93.7001,3.88787,230.161,2.38226,-0.147587,2.52984,2.9253,31.0588,1.33719,1.58811,1.9706,6.2941,8.2647,2.1176,1.1176,0.4706,15.9118,PF/C,5
Jalen Suggs,Gonzaga,WCC,30,67.5,110.4,25.3,55.9,59.39,2.7,18,23.7,21.5,86,114,0.754,119,203,0.586,35,104,0.337,1.1,3.5,37.1,Fr,04-Jun,1,3.79887,123.251,3.6,2021,72863,all,98.2,1.54546071,97,152,21,49,0.6382,0.4286,9,10,0.9,5,90.185,85.8594,4.13889,209.261,9.32632,4.85317,4.47315,8.4834,28.9333,4.37217,4.11123,0.6,4.7333,5.3333,4.5333,1.9,0.3333,14.3,Combo G,5
James Ennis,Long Beach St.,BW,31,83.5,111,24,55.9,61.02,6.3,15.5,14.2,21,110,129,0.853,114,198,0.576,53,148,0.358,4.1,3.1,37.3,Sr,07-Jun,11,3.91688,117.718,2.7,2013,19743,all,,0.74155343,86,115,28,83,0.7478,0.3373,27,29,0.931,50,101.415,100.029,2.99722,220.934,6.09608,3.83465,2.26142,7.1333,33.5161,5.67647,1.45683,1.8065,4.6452,6.4516,2.129,1.7419,1.2903,16.0323,Wing F,5
James Johnson,Wake Forest,ACC,31,76.3,113.5,22.2,57.4,59.31,9.6,19.2,12.3,18.5,69,99,0.697,165,276,0.598,22,69,0.319,5,2.5,28.7,So,08-Jun,,3.77828,119.948,3.8,2009,1634,all,82,0.83783671,,,,,,,,,,16,89.965,85.6534,4.3006,236.275,9.52538,4.79792,4.72746,8.39846,30.5161,5.0609,3.33757,2.5484,5.9677,8.5161,2,1.4194,1.5484,15,,5
Jared Sullinger,Ohio St.,B10,37,72,117.8,27.3,53.8,59.11,12.5,24,8.6,13.7,175,228,0.768,212,399,0.531,16,40,0.4,4,2.3,51.9,So,09-Jun,0,5.35069,135.153,3.9,2012,18035,all,99.4,0.64787114,118,173,94,226,0.6821,0.4159,16,17,0.9412,21,85.165,79.3279,4.95219,259.854,10.0557,5.46551,4.59023,10.5424,30.3514,7.08523,3.45719,3.1351,6.0541,9.1892,1.2432,1.1622,1.0541,17.4865,PF/C,5
Jarred Vanderbilt,Kentucky,SEC,14,16,107.3,22.9,42.6,47.65,23.2,27.9,10.7,15.7,24,38,0.632,29,67,0.433,0,1,0,5.3,1.4,55.9,Fr,09-Jun,2,1.8814,119.626,6.2,2018,52039,all,97.8,0.93335818,23,43,6,23,0.5349,0.2609,8,8,1,41,92.8541,85.9523,2.5431,59.6529,6.30095,2.63631,3.66464,5.05066,17,3.02946,2.0212,3.2857,4.5714,7.8571,1,0.4286,0.7857,5.8571,C,5
Jarrett Culver,Texas Tech,B12,38,80.6,106.9,32.2,50.5,54.17,5.7,17.3,25.9,15.5,147,208,0.707,205,390,0.526,49,161,0.304,2.2,2.7,37.7,So,05-Jun,23,4.70335,129.506,2.4,2019,51280,all,37.8,1.36893562,147,221,58,169,0.6652,0.3432,28,29,0.9655,6,86.158,81.671,5.34532,265.945,10.3159,5.42224,4.89364,10.5206,32.4474,6.40963,4.11102,1.4211,4.9737,6.3947,3.7105,1.4474,0.5526,18.5263,Wing G,5
Jaxson Hayes,Texas,B12,32,50,133.8,16.9,72.8,73.9,8.8,16.2,2.6,13.9,74,100,0.74,123,169,0.728,0,0,0,10.6,1.5,59.2,Fr,11-Jun,10,3.96095,136.739,5.7,2019,66595,all,79.8,0.31030677,105,123,18,46,0.8537,0.3913,74,75,0.9867,8,94.8033,88.6571,3.27939,161.475,10.4958,3.60466,6.89117,8.98189,23.3438,3.95482,5.02707,1.75,3.25,5,0.2812,0.5938,2.2188,10,C,5
Jeremiah Robinson-Earl,Villanova,BE,25,85.8,114.1,24.1,53.4,55.84,8.6,21.2,13.5,11.8,60,84,0.714,132,230,0.574,23,82,0.28,2.3,1.7,26.9,So,09-Jun,24,4.96327,126.946,2.6,2021,71861,all,97,1.37500001,88,121,44,108,0.7273,0.4074,23,25,0.92,32,98.2071,92.6552,4.11922,173,7.18734,4.4496,2.73775,6.74995,34.48,5.20857,1.54138,2.48,6,8.48,2.2,0.96,0.64,15.72,Stretch 4,5
Jeremy Lamb,Connecticut,BE,34,92.1,115.4,22.2,55.6,58.95,3,11.1,10.1,15,98,121,0.81,146,243,0.601,71,211,0.336,1.7,2.1,26.7,So,05-Jun,3,5.10145,124.267,1.8,2012,18051,all,83,0.85294998,67,85,79,158,0.7882,0.5,23,24,0.9583,12,101.528,96.2073,3.85197,207.755,6.13466,5.05687,1.07779,7.13317,37.2353,5.58128,1.55189,0.9412,3.9412,4.8824,1.7059,1.2353,0.6176,17.7353,Wing G,5
Jerian Grant,Notre Dame,ACC,38,91.1,122.2,25.6,53.6,59.18,1.3,8.3,33.5,14.2,170,218,0.78,154,269,0.572,50,158,0.316,1.4,2.8,51.1,Sr,05-Jun,22,6.60476,137.617,2.1,2015,23810,all,78,3.07317281,107,142,47,127,0.7535,0.3701,10,11,0.9091,19,102.954,97.7003,3.78026,223.582,8.38154,7.90599,0.475553,8.37017,37.0526,6.94126,1.42891,0.3421,2.6842,3.0263,6.6316,1.6579,0.5,16.5263,Pure PG,5
Jodie Meeks,Kentucky,SEC,36,85.9,118.9,27.9,56.6,62.87,2,8.6,11.7,15.8,211,234,0.902,146,280,0.521,117,288,0.406,0.4,2.2,41.2,Jr,05-Jun,,5.90613,133.801,2.2,2009,3812,all,92.4,0.65624182,,,,,,,,,,41,98.0648,93.586,3.89665,213.232,4.67523,5.8246,-1.14937,7.8038,34.3611,7.03987,0.763933,0.5278,2.8611,3.3889,1.75,1.3333,0.1389,23.7222,,5
Joe Harris,Virginia,ACC,37,71.8,113.4,22.1,54.7,56.48,2.7,9.8,18.1,13.4,73,114,0.64,77,158,0.487,72,180,0.4,0.9,2.2,33.7,Sr,06-Jun,12,3.44919,122.301,3.3,2014,17280,all,73.8,1.75001923,55,81,22,77,0.679,0.2857,1,2,0.5,33,93.7017,89.0955,4.04406,172.192,8.39072,5.6791,2.71162,7.96411,28.8108,4.54486,3.41925,0.5946,2.3514,2.9459,2.2703,0.9459,0.2162,11.973,Combo G,5
John Henson,North Carolina,ACC,35,66.8,107.4,21.9,50,50.51,9.1,25.1,8,11,69,135,0.511,205,410,0.5,0,0,0,9.6,1.1,32.9,Jr,11-Jun,31,3.01983,114.347,2.2,2012,10202,all,99.2,0.97775533,83,115,122,295,0.7217,0.4136,55,57,0.9649,14,85.5966,81.493,4.51549,270.434,9.29592,1.93911,7.35681,8.4478,29.1143,3.96186,4.48594,2.5429,7.4,9.9429,1.2571,0.5714,2.8857,13.6857,C,5
Jonathan Isaac,Florida St.,ACC,32,59.9,118.8,20,56.8,61.37,7.7,25,7.5,15.7,92,118,0.78,99,167,0.593,31,89,0.348,6.2,2.4,46.1,Fr,10-Jun,1,3.40819,124.439,3.3,2017,48431,all,98.6,0.77080003,73,107,26,60,0.6822,0.4333,34,39,0.8718,6,92.6767,85.7333,3.92563,213.687,8.94668,3.5937,5.35299,9.16264,26.1875,5.44522,3.71742,1.75,6.0938,7.8438,1.1562,1.1562,1.5312,11.9688,Stretch 4,5
Jordan Crawford,Xavier,A10,35,79.4,113,28.9,53.2,56.43,3.4,12,20.1,14.7,119,154,0.773,181,361,0.501,79,202,0.391,0.6,2.4,27.4,So,04-Jun,55,5.2373,132.041,2,2010,1345,all,52.8,1.18821539,111,178,70,183,0.6236,0.3825,17,18,0.9444,27,97.334,93.4411,3.6428,213.404,7.51311,6.47642,1.0367,9.56247,32.7714,8.04605,1.51642,0.9714,3.7714,4.7429,2.8857,1.3429,0.2,20.5143,Combo G,5
Jordan Hill,Arizona,P10,34,86.3,108.9,28,53.7,56.04,15.4,22.2,9.6,17.5,117,179,0.654,252,469,0.537,0,0,0,5.6,1.5,38.2,Jr,10-Jun,,5.25931,126.906,3.4,2009,215,all,83,0.51547548,,,,,,,,,,8,101.241,94.4767,3.92113,251.586,5.5629,3.55648,2.00643,4.59277,35.6765,4.56177,0.0309945,4.2059,6.8235,11.0294,1.4706,0.8824,1.7059,18.2647,,5
Josh Green,Arizona,P12,30,71.7,107.6,20.5,47.4,52.69,4.8,11.9,16,14.7,85,109,0.78,91,204,0.446,30,83,0.361,1.6,2.8,38,Fr,06-Jun,0,2.91643,112.827,3.2,2020,71436,all,97.6,1.59186922,64,100,30,108,0.64,0.2778,24,26,0.9231,18,92.1888,88.1519,4.15826,189.934,6.72747,2.95545,3.77202,5.70226,30.8333,2.13563,3.56663,1.3,3.2667,4.5667,2.6,1.5333,0.4333,11.9,Wing G,5
Josh Hart,Villanova,BE,36,82.9,122.3,27.1,59,61.89,5.9,17.5,18.8,13.4,127,170,0.747,162,280,0.579,74,183,0.404,1,2.9,36.7,Sr,05-Jun,3,6.08723,139.825,2.7,2017,33417,all,84.4,1.49295204,114,160,48,120,0.7125,0.4,20,21,0.9524,30,93.5948,88.5641,4.64604,241.733,10.4919,7.31438,3.17755,10.8788,33.1667,7.6631,3.2157,1.4167,4.9722,6.3889,2.9444,1.5556,0.2778,18.6944,Wing G,5
Josh Okogie,Georgia Tech,ACC,24,67.9,107.9,26.8,47.5,55.04,7.3,13.1,15.6,15.7,133,162,0.821,95,220,0.432,38,100,0.38,2.8,2.9,50.6,So,04-Jun,5,4.53705,123.58,3.2,2018,46259,all,63.8,0.9671874,68,127,27,93,0.5354,0.2903,16,17,0.9412,20,100.756,95.767,4.22922,163.453,5.45468,3.60459,1.85009,7.11086,36.375,5.20362,1.90724,2.25,4,6.25,2.4583,1.75,0.9583,18.2083,Wing G,5
Josh Richardson,Tennessee,SEC,32,90.4,110.7,25.3,51.9,56.02,2.9,13.2,24.4,18.9,99,124,0.798,138,271,0.509,46,128,0.359,2,3.8,31.1,Sr,06-Jun,1,4.88145,124.294,2.7,2015,20063,all,51,1.35298553,49,71,89,200,0.6901,0.445,8,8,1,40,101.953,97.3721,3.76925,210.401,5.88059,4.44294,1.43766,7.4839,36.3125,5.35188,2.13202,0.875,3.5938,4.4688,3.5938,2.0938,0.5,16.0312,Combo G,5
Justise Winslow,Duke,ACC,39,72.3,112.2,22.4,55.1,57.2,5.4,19.8,13.2,16.8,100,156,0.641,127,246,0.516,46,110,0.418,2.9,2.8,43.8,Fr,06-Jun,12,3.7048,122.324,3.8,2015,38640,all,97.6,1.15495747,112,163,15,85,0.6871,0.1765,24,25,0.96,10,92.0154,85.5702,4.19758,246.908,9.53879,4.7201,4.8187,9.03031,29.1026,4.83748,4.19282,1.2564,5.2051,6.4615,2.1026,1.3333,0.8718,12.6154,Wing G,5
Keita Bates-Diop,Ohio St.,B10,34,81.8,114.5,27.5,54.4,57.73,5.7,24.5,10.5,11.8,112,141,0.794,181,331,0.547,66,184,0.359,5.9,1.6,27.4,Jr,07-Jun,33,5.00365,131.508,2,2018,33637,all,94.4,0.90326292,92,137,89,194,0.6715,0.4588,17,18,0.9444,48,93.7832,88.7301,4.62406,254.42,8.21587,4.15602,4.05985,10.297,33.0882,7.46267,2.83435,1.5294,7.1765,8.7059,1.6471,0.9118,1.6471,19.7647,PF/C,5
Keldon Johnson,Kentucky,SEC,37,76.2,112.9,21.7,52.1,55.75,5.5,16.5,10.6,14.5,109,155,0.703,127,255,0.498,45,118,0.381,0.6,1.5,41.6,Fr,06-Jun,3,3.61945,121.661,2.9,2019,66092,all,97.6,1.01665019,69,116,58,139,0.5948,0.4173,16,20,0.8,29,97.1789,91.0516,4.06433,206.457,5.96447,3.88058,2.08389,5.7067,30.7027,3.54807,2.15862,1.3243,4.5405,5.8649,1.6486,0.7568,0.1622,13.4595,Wing F,5
