player_name,team,conf,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,year,pid,type,Rec Rank,ast/tov,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),pick,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,pos,player_tier
Caris LeVert,Michigan,B10,14,31,126.8,26,59,63.14,2.5,19,32.9,11.9,52,66,0.788,48,90,0.533,27,60,0.45,0.8,1.8,44,Sr,07-Jun,23,5.34853,136.565,1.7,2016,26551,all,52.4,3.13643865,36,48,12,42,0.75,0.2857,9,9,1,20,103.626,100.2,3.11652,73.7778,9.50321,7.62963,1.87357,10.0831,31.0714,7.75923,2.32392,0.6429,4.7857,5.4286,4.9286,0.9286,0.2143,16.3571,Combo G,4
Chandler Parsons,Florida,SEC,36,81.1,110.3,20.1,54.6,55.14,7.3,19.3,21.6,20.3,54,97,0.557,112,206,0.544,43,117,0.368,1.3,1.7,30,Sr,10-Jun,25,3.5965,116.025,2.2,2011,2243,all,94.4,1.67902226,89,121,23,85,0.7355,0.2706,22,25,0.88,38,95.262,90.6999,4.1897,232.775,8.60912,5.0632,3.54592,7.65528,34.1389,4.95164,2.70364,2.0556,5.6944,7.75,3.7778,0.9444,0.4167,11.3056,Stretch 4,4
Collin Sexton,Alabama,SEC,33,68.6,109.6,32.5,49.8,56.66,4,9.7,27.8,16.2,196,252,0.778,152,307,0.495,44,131,0.336,0.3,1.6,57.5,Fr,03-Jun,2,4.79444,133.597,3.3,2018,51365,all,99.2,1.29348259,103,182,49,124,0.5659,0.3952,5,8,0.625,8,104.481,97.6175,3.32044,155.892,4.54549,4.94131,-0.395826,5.84104,29.9394,5.21146,0.629587,1.0303,2.7273,3.7576,3.6061,0.8485,0.0909,19.1515,Scoring PG,4
Danny Green,North Carolina,ACC,37,68.6,120.8,19.5,56.3,58.65,6.8,10.3,16.3,16.4,50,58,0.862,98,193,0.508,75,181,0.414,4.4,3.4,15.5,Sr,05-Jun,,3.99345,126.237,3.3,2009,900,all,94.8,1.62899097,,,,,,,,,,46,93.2879,87.7191,3.66784,234.1,13.0388,7.81947,5.21935,11.7557,27.5135,7.42097,4.33469,1.7568,2.8649,4.6216,2.7297,1.7838,1.3243,12.7297,,4
Darren Collison,UCLA,P10,35,78.5,120.7,23.7,56.8,62.4,1.9,7.9,28.4,20.2,113,126,0.897,134,240,0.558,41,104,0.394,0.5,3.1,36.6,Sr,01-Jun,,5.25031,132.45,1.9,2009,2332,all,84.2,1.90807422,,,,,,,,,,21,98.6762,93.1281,3.61098,185.905,7.68701,6.62244,1.06457,8.63696,31.5143,6.4635,2.17346,0.4571,1.9429,2.4,4.7429,1.6286,0.1429,14.4,,4
Deandre Ayton,Arizona,P12,35,82.5,126.7,26.2,62.5,64.98,13.5,28.2,10.2,13.1,140,191,0.733,264,416,0.635,12,35,0.343,6.1,1,42.4,Fr,01-Jul,13,6.12647,140.927,2.8,2018,50238,all,99.4,0.82611341,185,229,79,187,0.8079,0.4225,87,89,0.9775,1,97.464,93.9647,4.06491,265.783,8.89899,5.46564,3.43335,9.90362,33.4857,8.02725,1.87637,3.3714,8.2,11.5714,1.6286,0.5714,1.8857,20.1143,C,4
Dejounte Murray,Washington,P12,34,82.2,97.8,26,45.1,48.51,4.1,13.7,25.7,19,110,166,0.663,168,368,0.457,34,118,0.288,0.8,2.8,34.2,Fr,04-Jun,5,2.58081,109.567,3.2,2016,40260,all,90.4,1.38181932,100,166,68,201,0.6024,0.3383,14,17,0.8235,29,100.785,96.4446,3.71125,243.083,3.43709,1.76825,1.66884,2.9018,33.5,1.73456,1.16724,1.4118,4.5588,5.9706,4.4706,1.8235,0.2941,16.1176,Combo G,4
DeMarre Carroll,Missouri,B12,38,70,118.8,25.1,57.6,59.15,9.3,18.6,15.2,11.5,121,191,0.634,230,397,0.579,16,44,0.364,2.4,3.1,43.3,Sr,08-Jun,,4.732,132.97,3.2,2009,2446,all,72.8,1.46427362,,,,,,,,,,27,89.7454,85.9031,3.92175,248.047,10.1056,6.31798,3.78759,10.0423,28,7.33047,2.71187,2.4211,4.7632,7.1842,2.1579,1.5526,0.6579,16.5526,,4
Desmond Bane,TCU,B12,31,89.6,112.2,23.5,54.9,56.54,4.6,16.6,26,16.7,44,56,0.786,100,222,0.45,87,198,0.439,1.6,2.4,13.3,Sr,06-Jun,1,4.99592,125.53,2.4,2020,46595,all,,1.67567568,63,102,37,120,0.6176,0.3083,0,0,,30,96.9757,93.4562,4.21228,212.604,7.886,5.60076,2.28524,8.89525,36.0625,6.55709,2.33816,1.4375,4.9062,6.3438,3.875,1.4688,0.5312,16.5938,Wing G,4
Evan Mobley,USC,P12,33,83.6,119.4,23.4,59.5,62.4,9.7,18.8,14.1,16.6,134,193,0.694,185,301,0.615,12,40,0.3,8.7,1.4,56.6,Fr,Jul-00,4,5.41065,131.894,2.1,2021,72870,all,99.6,1.06756154,113,144,72,157,0.7847,0.4586,63,66,0.9545,3,90.38,84.147,5.00113,256.359,13.0012,5.53482,7.46638,12.6405,33.9394,7.388,5.25248,2.7273,5.9394,8.6667,2.3939,0.7879,2.8485,16.3636,C,4
Harrison Barnes,North Carolina,ACC,38,72.9,108.2,26,48.7,52.8,6.9,11,7.2,14,141,195,0.723,180,384,0.469,49,137,0.358,1.1,2,37.4,So,08-Jun,40,3.73661,121.301,2.4,2012,18910,all,100,0.58108249,66,90,113,293,0.7333,0.3857,34,34,1,7,94.6442,90.076,3.66786,212.697,5.538,4.02998,1.50802,6.00117,29.2368,4.32657,1.6746,1.9474,3.2632,5.2105,1.1316,1.0789,0.3421,17.0526,Wing F,4
Jalen Brunson,Villanova,BE,40,78.8,128.5,26.1,60.4,63.53,1.2,9.7,26.6,12.3,130,162,0.802,184,307,0.599,86,211,0.408,0.1,1.7,31.3,Jr,02-Jun,1,6.41346,146.114,2.5,2018,40885,all,95.8,2.59154928,101,142,83,163,0.7113,0.5092,6,6,1,33,103.211,96.5942,3.5916,206.633,8.37985,8.13628,0.243567,9.46785,31.8,7.833,1.63484,0.3,2.75,3.05,4.6,0.925,0.025,18.9,Scoring PG,4
Jaren Jackson Jr.,Michigan St.,B10,35,54.4,116.8,22.8,59.5,64.71,8.7,19.7,9.3,20.8,106,133,0.797,81,136,0.596,38,96,0.396,14.2,1.6,57.3,Fr,11-Jun,2,2.88669,125.645,5.9,2018,51788,all,98.6,0.62905048,61,93,20,43,0.6559,0.4651,31,31,1,4,85.8569,82.3774,3.55732,203.113,12.7801,3.42652,9.35353,10.5672,21.8571,3.90199,6.66517,1.4857,4.3143,5.8,1.1143,0.6,3,10.9143,PF/C,4
Jarrett Allen,Texas,B12,33,80.4,101.9,22.9,56.6,57.14,11,18.8,5.5,20.1,84,149,0.564,179,309,0.579,0,7,0,5,1,47.2,Fr,11-Jun,31,2.77687,111.823,2.6,2017,47193,all,96.8,0.3095266,98,138,81,170,0.7101,0.4765,45,48,0.9375,22,99.0269,91.3054,4.198,209.689,3.4387,-0.15881,3.59751,4.15017,32.1515,2.13467,2.01551,3.0303,5.3939,8.4242,0.7879,0.5758,1.5455,13.3939,C,4
Jerami Grant,Syracuse,ACC,32,73.4,115.6,21.4,49.6,54.74,9.1,17.2,9.4,11.3,120,178,0.674,133,263,0.506,0,5,0,2.5,1.7,66.4,So,08-Jun,3,3.82466,123.053,3,2014,25897,all,90.6,1.18924056,88,129,45,135,0.6822,0.3333,28,33,0.8485,39,97.8648,92.424,4.02905,166.665,4.63048,2.57061,2.05987,5.21693,31.4062,3.38554,1.83139,2.4375,4.3438,6.7812,1.375,0.8125,0.5625,12.0625,C,4
John Collins,Wake Forest,ACC,33,66.5,124.8,29.2,62.2,65.76,16.4,25.7,4.5,13.2,164,220,0.745,234,375,0.624,0,1,0,6.6,1.3,58.5,So,10-Jun,20,5.45322,146,4.5,2017,41627,all,63.2,0.27871248,168,223,66,149,0.7534,0.443,59,62,0.9516,19,103.87,97.0491,2.94366,198.91,6.78591,5.72858,1.05733,9.24487,26.6061,9.03017,0.214696,3.7576,6.0606,9.8182,0.5152,0.6364,1.5758,19.1515,C,4
Jordan Clarkson,Missouri,SEC,35,86.8,109.7,27.3,48.1,54.58,2.9,9.3,23.3,16.8,162,195,0.831,177,354,0.5,32,114,0.281,0.6,1.9,41.7,Jr,05-Jun,5,4.52479,125.247,2.5,2014,15896,all,59,1.26882698,118,186,59,169,0.6344,0.3491,10,11,0.9091,46,106.782,103.088,3.20357,194.678,3.34317,3.73257,-0.389393,3.62059,35.0857,3.71877,-0.0981812,0.8,3.0286,3.8286,3.3714,1.0857,0.1714,17.4857,Combo G,4
Jordan Poole,Michigan,B10,37,82.6,108.4,20,53.8,57.32,0.8,9.4,13,14.1,75,90,0.833,86,166,0.518,75,203,0.369,0.7,2,24.4,So,05-Jun,2,3.22261,115.578,2.4,2019,50346,all,81.6,1.42860919,63,89,23,77,0.7079,0.2987,7,7,1,28,92.5991,88.1995,4.72841,204.665,7.31086,3.85039,3.46047,6.08437,33.027,2.46928,3.61508,0.2162,2.7568,2.973,2.1622,1.0811,0.2162,12.7568,Combo G,4
Kenneth Faried,Morehead St.,OVC,32,87,115.1,25.7,61,60.98,19.9,30.9,7.3,18.2,136,235,0.579,208,341,0.61,0,0,0,8.1,3.4,68.9,Sr,08-Jun,35,4.43391,121.634,3.6,2011,1626,all,,0.38822381,163,231,45,110,0.7056,0.4091,70,74,0.9459,22,85.7528,86.3437,4.9022,292.319,8.56669,3.36034,5.20634,8.29385,35.2188,6.15886,2.13499,5.75,8.625,14.375,1.0312,1.9062,2.1875,17.25,C,4
Kentavious Caldwell-Pope,Georgia,SEC,32,83.5,112.7,27.2,53,57.91,4.3,19.7,16.8,13.8,135,169,0.799,102,205,0.498,84,225,0.373,1.9,3.8,39.3,So,05-Jun,1,5.12839,128.133,2.6,2013,21152,all,97.8,0.90625,63,94,39,112,0.6702,0.3482,15,16,0.9375,8,89.8474,87.0285,4.50765,245.772,10.4573,7.10835,3.34899,12.3303,33.9375,8.44938,3.88088,1.1562,5.9062,7.0625,1.8125,2.0312,0.5312,18.4688,Wing G,4
Kevin Huerter,Maryland,B10,31,85.5,116.3,21.5,61.1,63.6,3.9,13.1,20,20.4,74,97,0.763,87,145,0.6,70,169,0.414,2.1,1.1,30.9,So,07-Jun,4,4.39099,124.465,2.8,2018,45160,all,87.2,1.35,54,76,32,67,0.7105,0.4776,5,5,1,19,103.074,98.1776,3.7532,179.484,7.22188,5.43968,1.7822,6.90707,34.3438,5.4505,1.45657,0.9688,4.0625,5.0312,3.375,0.625,0.6562,14.75,Wing G,4
Lance Stephenson,Cincinnati,BE,34,67.6,99.3,26,46.2,49.35,7.3,14,19.1,19.5,79,119,0.664,146,295,0.495,16,73,0.219,0.7,1.9,32.3,Fr,05-Jun,33,2.57791,111.203,2.8,2010,13349,all,98.4,1.03702143,99,151,47,143,0.6556,0.3287,15,16,0.9375,40,99.2715,93.3915,3.1973,171.527,3.66146,1.66201,1.99945,4.56471,28.2353,2.87922,1.68549,1.8529,3.5,5.3529,2.4706,0.9118,0.1765,12.3235,Wing G,4
Lauri Markkanen,Arizona,P12,37,77,130.1,21.5,58.4,63.45,10,17.5,5.6,9.8,137,164,0.835,116,213,0.545,69,163,0.423,1.8,0.8,43.6,Fr,Jul-00,10,5.46917,138.089,2.6,2017,44973,all,93,0.8000185,65,100,51,113,0.65,0.4513,20,24,0.8333,7,99.0583,94.657,3.66462,203.764,7.77584,6.9491,0.826736,8.5871,30.8108,7.74147,0.84563,2.3784,4.8108,7.1892,0.8649,0.4054,0.5135,15.5676,Stretch 4,4
Lonzo Ball,UCLA,P12,36,87.6,129.4,20.1,66.8,67.26,3.2,14.3,31.4,18.9,66,98,0.673,109,149,0.732,80,194,0.412,2.1,2.8,28.6,Fr,06-Jun,2,5.63036,133.219,2.1,2017,44633,all,99.6,3.07867505,94,120,15,29,0.7833,0.5172,37,40,0.925,2,99.8459,95.9566,4.0114,275.837,11.0424,8.18346,2.85898,11.0267,35.0556,7.65462,3.37211,0.9167,5.0833,6,7.6111,1.8333,0.7778,14.5556,Scoring PG,4
Malcolm Brogdon,Virginia,ACC,37,85.1,120,26.8,53.2,58.48,2.1,13.3,19.5,10,140,156,0.897,155,311,0.498,75,192,0.391,0.9,1.8,31,Sr,05-Jun,15,5.99104,137.708,2.4,2016,33335,all,80.6,2.21154109,89,137,66,174,0.6496,0.3793,5,5,1,36,98.9573,92.0084,4.36185,203.837,9.49229,7.27731,2.21498,10.2715,34.1351,7.60734,2.66417,0.5135,3.5405,4.0541,3.1081,0.9459,0.2432,18.2432,Combo G,4
Malik Monk,Kentucky,SEC,38,79.9,115.7,25.1,54.3,58.59,1.1,7.2,13.3,13.3,148,180,0.822,147,296,0.497,104,262,0.397,1.5,1.6,32.3,Fr,03-Jun,5,4.79184,130.158,2.4,2017,45276,all,98,1.14475,72,111,75,187,0.6486,0.4011,24,28,0.8571,11,99.9136,94.1113,3.86031,210.41,6.1421,5.18184,0.960259,7.92541,32.0526,6.14589,1.77952,0.3158,2.1842,2.5,2.2895,0.9474,0.5,19.8421,Combo G,4
Marcus Smart,Oklahoma St.,B12,31,72.9,110.4,29.9,48.6,55.18,5.1,14.9,30.1,15.4,182,250,0.728,114,222,0.514,49,164,0.299,1.9,5,64.8,So,04-Jun,33,4.59939,129.023,3.6,2014,24959,all,98.2,1.80485405,78,110,36,113,0.7091,0.3186,16,18,0.8889,6,91.3572,87.4668,4.69701,246.092,11.9444,7.06262,4.88179,10.9329,32.7097,5.92469,5.00823,1.4194,4.4839,5.9032,4.7742,2.871,0.5806,17.9677,Scoring PG,4
Michael Porter Jr.,Missouri,SEC,3,4.1,92.7,33.3,38.3,43.76,9.5,32.5,4.6,10.1,7,9,0.778,7,20,0.35,3,10,0.3,2,3.4,30,Fr,10-Jun,13,1.62752,113.997,4.5,2018,51186,all,99.8,0.33329999,7,13,0,7,0.5385,0,0,0,,14,88.6588,83.9262,2.79063,14.5523,-4.93399,-3.94221,-0.99178,8.15219,17.6667,4.7739,3.37829,1.3333,5.3333,6.6667,0.3333,1,0.3333,10,Stretch 4,4
Mikal Bridges,Villanova,BE,40,79.7,130.1,22,62.3,65.53,5.2,13.7,10.6,10.9,114,134,0.851,140,236,0.593,104,239,0.435,3.5,2.7,28.2,Jr,07-Jun,25,5.898,140.77,2.7,2018,37054,all,84,1.42592587,109,161,31,75,0.677,0.4133,35,42,0.8333,10,97.393,91.1493,4.23621,268.23,11.9834,7.99537,3.988,12.0123,32.175,8.46374,3.54853,1.35,3.95,5.3,1.925,1.525,1.075,17.65,Wing G,4
Miles Bridges,Michigan St.,B10,34,75.9,116.2,25,53.6,57.26,5.2,18.1,16.6,14.7,93,110,0.845,138,262,0.527,71,194,0.366,2.5,1.2,24.1,So,07-Jun,22,4.41314,128.123,2,2018,44723,all,97.8,1.34329644,84,128,54,137,0.6563,0.3942,30,35,0.8571,12,94.6045,90.6491,4.20958,212.43,7.37899,4.75891,2.62008,7.61598,31.3824,5.75657,1.85941,1.2647,5.7059,6.9706,2.6471,0.6176,0.7647,17.1176,Wing F,4
Montrezl Harrell,Louisville,ACC,35,84.8,113.7,22.6,57.8,58.81,10,19.1,9.2,15.1,114,191,0.597,204,339,0.602,9,37,0.243,3.7,1.6,50.8,Jr,08-Jun,24,4.74093,124.59,2.4,2015,26468,all,84,0.7101552,148,190,56,148,0.7789,0.3784,74,78,0.9487,32,89.4932,83.8085,5.27412,244.458,7.45216,3.50642,3.94574,8.58579,35.1143,5.41646,3.16934,3.1714,6,9.1714,1.4,0.9429,1.2,15.6857,PF/C,4
Myles Turner,Texas,B12,34,54.9,109.4,23.8,48.8,55.61,7.2,24.9,6.2,16.6,94,112,0.839,100,195,0.513,17,62,0.274,12.3,0.8,43.6,Fr,11-Jun,52,2.76964,121.743,4.3,2015,37036,all,99,0.42549187,40,54,60,141,0.7407,0.4255,11,13,0.8462,11,85.3599,81.3327,3.51116,185.417,7.38281,0.519533,6.86328,8.53262,22.2059,3.08008,5.45255,1.2941,5.2353,6.5294,0.5882,0.2941,2.6176,10.1471,PF/C,4
Nicolas Claxton,Georgia,SEC,32,79,104.2,22.2,49,53.31,8.4,20.6,12.2,16.9,123,192,0.641,119,234,0.509,18,64,0.281,8,1.9,64.4,So,11-Jun,33,2.67975,111.902,3.6,2019,51305,all,54,0.86565094,78,111,41,123,0.7027,0.3333,39,42,0.9286,31,98.5186,93.6517,3.92549,238.255,6.53918,1.36936,5.16982,5.01494,31.5938,2.00112,3.01382,2.25,6.3125,8.5625,1.8125,1.0625,2.5312,12.9688,PF/C,4
OG Anunoby,Indiana,B10,16,28.9,115.6,20.5,61.5,61.12,8.5,16.1,11,18,27,48,0.563,54,77,0.701,14,45,0.311,5.5,3,39.3,So,08-Jun,3,2.73289,118.77,3.3,2017,41594,all,41.4,0.88461538,49,63,5,14,0.7778,0.3571,27,29,0.931,23,98.5464,95.1539,2.89972,88.5137,8.72022,4.65725,4.06298,7.84486,25.125,4.83015,3.0147,1.75,3.6875,5.4375,1.4375,1.3125,1.3125,11.0625,Wing F,4
Patty Mills,Saint Mary's,WCC,24,61.7,108.8,29,47.6,52.27,1.6,6,25.9,17.1,84,98,0.857,87,191,0.455,63,190,0.332,0.6,3.9,25.7,So,Jun-00,,4.66241,123.834,2,2009,49733,all,,1.37879996,,,,,,,,,,55,98.513,97.1169,3.4349,143.825,5.16627,4.90741,0.258865,7.47588,33.9583,5.28972,2.18616,0.4583,1.8333,2.2917,3.7917,2.2083,0.2083,18.625,,4
Scottie Barnes,Florida St.,ACC,24,58.9,107.5,25.3,53.1,54.78,7.4,11,31.6,22.4,41,66,0.621,87,155,0.561,11,40,0.275,2.1,3.4,33.8,Fr,09-Jun,4,2.97007,120.14,3.5,2021,72657,all,99,1.66102588,61,89,26,66,0.6854,0.3939,19,21,0.9048,4,97.4474,91.9916,3.0024,119.77,8.27087,4.94571,3.32516,7.19008,24.7917,4.19499,2.9951,1.4583,2.5417,4,4.0833,1.4583,0.4583,10.3333,Scoring PG,4
Spencer Dinwiddie,Colorado,P12,17,37.4,129.4,21.5,56.5,66.66,1.8,9.6,26.3,15.6,102,119,0.857,35,68,0.515,26,63,0.413,0.8,2.9,90.8,Jr,06-Jun,25,4.97557,134.102,2.4,2014,19806,all,73.8,2.13333701,25,44,10,23,0.5682,0.4348,4,4,1,38,100.765,96.9882,3.50461,96.5382,8.95779,7.04213,1.91566,9.1455,31.1176,5.52197,3.62353,0.4706,2.5882,3.0588,3.7647,1.5294,0.2353,14.7059,Scoring PG,4
T.J. Warren,North Carolina St.,ACC,35,84.8,113.7,33.6,54.8,57.35,10.8,12.8,8.6,12.2,156,226,0.69,311,536,0.58,31,116,0.267,1.8,3.1,34.7,So,08-Jun,24,6.29422,139.697,3.1,2014,26777,all,95.6,0.48195156,192,251,120,286,0.7649,0.4196,37,37,1,14,102.54,98.2359,3.80547,233.712,7.66874,7.04296,0.625785,10.6145,35.3714,9.31937,1.29514,3.2286,3.9143,7.1429,1.1429,1.8,0.6,24.8857,Wing F,4
Taj Gibson,USC,P10,35,83.6,117.1,21.5,60.1,62.12,13.4,19,8.2,17.4,120,182,0.659,190,316,0.601,0,0,0,9.5,1.8,57.6,Jr,09-Jun,,4.64739,124.31,3.5,2009,1132,all,90.4,0.61110299,,,,,,,,,,26,91.7663,84.1619,4.88672,259.815,11.3356,4.38556,6.95008,9.59617,33.6857,5.14951,4.44666,3.5143,5.5143,9.0286,1.2571,0.9714,2.8571,14.2857,,4
Terry Rozier,Louisville,ACC,36,86.9,105.9,26.8,45.7,50.86,3.8,13.9,19.7,14.1,139,176,0.79,166,364,0.456,48,157,0.306,0.5,3.5,33.8,So,01-Jun,0,4.3476,121.449,2,2015,29506,all,94.2,1.36711625,78,145,88,218,0.5379,0.4037,8,9,0.8889,16,89.6,84.1254,5.21977,249.602,7.20163,4.04812,3.15352,8.49714,35,4.41439,4.08275,1.1944,4.3611,5.5556,3,2,0.1667,17.0833,Combo G,4
Tobias Harris,Tennessee,SEC,34,72.5,109.5,25.9,48.9,53.96,7.5,20.6,10.4,14.3,128,170,0.753,162,326,0.497,23,76,0.303,3.4,1.4,42.3,Fr,08-Jun,12,3.86035,123.298,2.8,2011,16657,all,99,0.7096792,95,143,67,183,0.6643,0.3661,21,23,0.913,19,97.8243,91.867,3.5272,197.759,4.80112,2.71068,2.09044,6.7151,29.2059,5.33543,1.37966,1.9706,5.2941,7.2647,1.2941,0.7059,0.8529,15.3235,PF/C,4
Ty Lawson,North Carolina,ACC,34,69.3,133.7,22.7,59.8,65.29,2.3,7.6,35.7,14.9,164,205,0.8,127,229,0.555,48,104,0.462,0.4,3.8,61.6,Jr,11-May,,6.42305,145.653,2.2,2009,2335,all,98.8,3.39388009,,,,,,,,,,18,95.9576,90.0007,3.79468,213.1,12.5649,10.8452,1.71975,13.9619,30.2647,9.54698,4.4149,0.6471,2.3235,2.9706,6.5882,2.1471,0.1471,16.5294,,4
Tyler Herro,Kentucky,SEC,37,81,118.2,20,53.6,58.03,1.6,14,15.2,14.8,87,93,0.935,126,234,0.538,60,169,0.355,1.1,2,23.1,Fr,05-Jun,14,4.19748,124.79,1.6,2019,66474,all,92.8,1.5333621,56,84,70,150,0.6667,0.4667,4,5,0.8,13,96.8156,90.7113,4.35662,222.631,7.81611,4.78189,3.03422,8.0741,32.6216,4.61711,3.45699,0.4054,4.0811,4.4865,2.4865,1.1081,0.3243,14.027,Wing G,4
Tyrese Maxey,Kentucky,SEC,31,85.4,104.7,22.1,47.4,53.06,1.4,12.1,18.3,16.6,100,120,0.833,117,238,0.492,33,113,0.292,1.3,1.5,34.2,Fr,03-Jun,3,3.0618,111.159,2.8,2020,71900,all,98.2,1.4477398,71,109,46,129,0.6514,0.3566,7,10,0.7,21,98.2544,94.2306,3.92659,186.724,4.10995,2.79154,1.31842,3.43091,34.4516,1.94246,1.48845,0.3871,3.9032,4.2903,3.129,0.871,0.3871,13.9677,Combo G,4
Aaron Nesmith,Vanderbilt,SEC,14,38.8,125.1,23.7,65.9,68.53,2.5,13.9,6.9,11.6,52,63,0.825,45,90,0.5,60,115,0.522,2.6,2.3,30.7,So,06-Jun,24,5.52929,130.755,3.1,2020,66174,all,87.4,0.54167882,29,52,16,38,0.5577,0.4211,6,6,1,14,105.59,105.008,2.71912,92.9536,6.21376,6.24541,-0.0316497,8.91591,35.7143,8.63458,0.281327,0.7857,4.0714,4.8571,0.9286,1.4286,0.8571,23,Wing G,5
Abdel Nader,Iowa St.,B12,35,76.9,103.5,20.7,55.5,58.35,2.9,14.3,8,19.7,78,106,0.736,109,197,0.553,52,140,0.371,2.2,1.9,31.5,Sr,06-Jun,2,2.60502,111.367,3.6,2016,34544,all,51.6,0.68357622,76,110,33,87,0.6909,0.3793,26,27,0.963,58,103.21,97.815,3.32365,211.419,4.02682,2.35256,1.67426,2.72384,31.0857,1.531,1.19284,0.7429,4.2286,4.9714,1.5429,1.0571,0.6857,12.9143,Wing G,5
Alec Burks,Colorado,B12,37,78.2,116.2,32.1,49.8,57.71,9.1,14.7,19.8,15,245,298,0.822,215,421,0.511,28,95,0.295,1,2,57.8,So,06-Jun,10,5.79718,138.341,3,2011,14778,all,61.4,1.13404034,122,186,93,235,0.6559,0.3957,26,28,0.9286,12,105.007,101.415,2.76887,212.053,5.84106,6.3762,-0.535146,7.23727,31.5946,7.64884,-0.411573,2.3514,4.1081,6.4595,2.973,1.0811,0.2973,20.5135,Wing G,5
Alex Len,Maryland,ACC,38,65.8,112.7,22.6,53.5,56.97,13.2,19.3,7.8,15.6,105,153,0.686,172,316,0.544,1,8,0.125,8,0.5,47.2,So,01-Jul,25,3.19146,118.829,4,2013,19499,all,,0.61669517,127,174,45,142,0.7299,0.3169,67,71,0.9437,5,91.861,88.507,3.41733,214.642,6.95255,2.39556,4.557,6.1296,26.4211,3.33837,2.79123,2.8684,4.9737,7.8421,0.9737,0.2105,2.0526,11.8947,C,5
Al-Farouq Aminu,Wake Forest,ACC,31,76.4,101.8,27.8,47.1,52.4,14.6,20.5,9.1,20.6,139,199,0.698,149,308,0.484,18,66,0.273,4.5,2.6,53.2,So,09-Jun,1,3.55131,118.004,3.8,2010,5612,all,98.4,0.41415375,112,173,37,135,0.6474,0.2741,46,48,0.9583,8,90.2827,85.7956,4.31568,237.061,6.58999,2.7312,3.85879,6.42958,31.2903,4.27468,2.15491,4.2903,6.4194,10.7097,1.3226,1.4194,1.4194,15.8387,PF/C,5
Allen Crabbe,California,P12,33,90.2,108.7,25.4,52.8,56.83,3.3,14.8,16.2,16.4,113,139,0.813,151,284,0.532,64,184,0.348,1.9,1.9,29.7,Jr,06-Jun,23,4.89605,123.015,2.3,2013,18663,all,87,1.04818706,61,91,90,193,0.6703,0.4663,14,16,0.875,31,96.3071,92.3083,4.20554,221.672,6.67658,4.50198,2.17461,7.75047,36.2121,5.72903,2.02144,1,5.0606,6.0606,2.6364,1.1212,0.697,18.3939,Wing G,5
Andre Roberson,Colorado,P12,31,77.3,99.8,20.4,51.5,52.4,10.6,27.1,9.4,21.2,54,98,0.551,113,217,0.521,19,58,0.328,4.4,3.9,35.6,Jr,07-Jun,21,2.43566,105.246,3,2013,17361,all,69.6,0.5946127,88,145,20,63,0.6069,0.3175,17,20,0.85,26,83.7071,79.4846,5.29756,283.374,8.97574,1.61601,7.35973,7.55752,33.4194,2.92706,4.63046,2.9677,8.2258,11.1935,1.4194,2.1613,1.3226,10.871,PF/C,5
Austin Rivers,Duke,ACC,34,82.4,104.8,24,50.5,53.84,2.2,9.2,13,17,121,184,0.658,116,243,0.477,58,159,0.365,0.1,1.7,45.8,Fr,04-Jun,0,3.59641,115.79,2.7,2012,21892,all,99.8,0.89873044,82,141,34,102,0.5816,0.3333,3,3,1,10,102.8,97.2284,3.33088,176.149,2.9406,2.9932,-0.0526018,3.075,33.2059,2.7958,0.279199,0.6176,2.7647,3.3824,2.0882,0.9706,0.0294,15.5,Combo G,5
Ayo Dosunmu,Illinois,B10,28,78.4,110.8,29.4,52.6,56.64,3.9,15.8,29.2,18,112,143,0.783,178,347,0.513,32,83,0.386,0.6,1.8,33.3,Jr,05-Jun,11,5.51004,131.045,2.4,2021,66420,all,93.8,1.58065879,113,173,65,175,0.6532,0.3714,10,10,1,38,95.7054,88.8015,4.62736,194.087,8.56789,5.21167,3.35622,8.2811,35.1429,5.92089,2.36021,1.1071,5.2143,6.3214,5.25,1.1071,0.2143,20.1429,Combo G,5
Ben McLemore,Kansas,B12,37,79.1,118.7,22,58.6,63.26,5,12.3,12.6,17.2,120,138,0.87,125,226,0.553,73,174,0.42,2.2,1.8,34.5,Fr,05-Jun,23,4.65665,126.298,2.3,2013,24760,all,92.4,0.94805635,90,126,35,100,0.7143,0.35,44,45,0.9778,7,92.3885,87.3941,4.22994,216.163,8.47939,5.6772,2.80219,9.50053,32.1892,6.59953,2.901,1.2703,3.9189,5.1892,1.973,1,0.6757,15.9189,Wing G,5
